,,,,,"Normalized abundance",,,"Raw abundance",,
"AT5G55310.1","4","4","168.1","| Symbols: TOP1BETA, TOP1 | DNA topoisomerase 1 beta | chr5:22430389-22434590 REVERSE LENGTH=917","984591.977956886","1154565.54409509","5026902.81109176","1990588.85536581","1154565.54409509","19843616.7710761"
"AT5G55530.1","2","2","84.98","| Symbols:  | Calcium-dependent lipid-binding (CaLB domain) family protein | chr5:22494439-22495656 FORWARD LENGTH=405","5865686.29067692","1443946.55679792","113254.903012832","11858891.8259547","1443946.55679792","447071.880497315"
"AT5G55660.1","5","3","83.3","| Symbols:  | DEK domain-containing chromatin associated protein | chr5:22539375-22543142 FORWARD LENGTH=778","99210.547107735","14260.5588593733","184230.646540234","200577.9183954","14260.5588593733","727247.469230065"
"AT5G55670.1","7","6","390.6","| Symbols:  | RNA-binding (RRM/RBD/RNP motifs) family protein | chr5:22544669-22546801 REVERSE LENGTH=710","1375161.52011861","7341758.62038662","21603747.9815243","2780218.86990824","7341758.62038662","85280442.4263719"
"AT5G55900.1","3","3","93.01","| Symbols:  | Sucrase/ferredoxin-like family protein | chr5:22637612-22639602 FORWARD LENGTH=413","857945.205569979","1081611.50567144","1408547.16577325","1734542.02650117","1081611.50567144","5560216.93912942"
"AT5G56010.1;AT5G56000.1","19","14","901.13","| Symbols: HSP81-3, Hsp81.3, AtHsp90-3, AtHsp90.3 | heat shock protein 81-3 | chr5:22681410-22683911 FORWARD LENGTH=699","7996223.71718358","4370883.47181576","9325532.8299334","16166284.2809942","4370883.47181576","36812388.5854672"
"AT5G56190.1","1","1","78.65","| Symbols:  | Transducin/WD40 repeat-like superfamily protein | chr5:22742563-22744909 FORWARD LENGTH=441","6494.63011091068","5435.68687380806","526054.841522276","13130.4526219369","5435.68687380806","2076592.89785833"
"AT5G56270.1","2","2","100.85","| Symbols: WRKY2, ATWRKY2 | WRKY DNA-binding protein 2 | chr5:22780816-22783137 FORWARD LENGTH=687","677893.413687711","77984.4396354663","27950.1485683543","1370524.14058134","77984.4396354663","110332.755123349"
"AT5G56290.1","1","1","34.55","| Symbols: PEX5, ATPEX5 | peroxin 5 | chr5:22786655-22791972 FORWARD LENGTH=728","1505718.99866477","65611.1250993083","118.84833577965","3044172.12932636","65611.1250993083","469.151865018722"
"AT5G56360.1","1","1","77.65","| Symbols: PSL4 | calmodulin-binding protein | chr5:22823586-22827950 REVERSE LENGTH=647","205788.63068985","68603.9455566202","8254.76710713384","416051.079008632","68603.9455566202","32585.5583774202"
"AT5G56500.1","4","1","136.08","| Symbols:  | TCP-1/cpn60 chaperonin family protein | chr5:22874058-22876966 FORWARD LENGTH=597","3122.02504387015","29064.1842380645","3565.55381603999","6311.92249950771","29064.1842380645","14074.9654729806"
"AT5G56890.1","1","1","62.39","| Symbols:  | Protein kinase superfamily protein | chr5:23010801-23015559 REVERSE LENGTH=1113","486881.073752633","13993.0686862131","12319.5844068367","984346.877690049","13993.0686862131","48631.3583005394"
"AT5G56980.1","2","2","78.62","| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 18 plant structures; EXPRESSED DURING: 12 growth stages; BEST Arabidopsis thaliana prote","649372.994987786","170341.043816572","5847.91275064844","1312863.27304894","170341.043816572","23084.5401026073"
"AT5G57020.1","1","1","44.24","| Symbols: NMT1, ATNMT1 | myristoyl-CoA:protein N-myristoyltransferase | chr5:23075451-23076755 FORWARD LENGTH=434","3335237.52362783","841087.221127052","25220.9034007714","6742982.67014943","841087.221127052","99559.1043854981"
"AT5G57110.1","11","10","358.17","| Symbols: ACA8, AT-ACA8 | autoinhibited Ca2+ -ATPase, isoform 8 | chr5:23109729-23116857 REVERSE LENGTH=1074","6921763.20829946","8461086.58560281","4273749.20293924","13994004.6337909","8461086.58560281","16870555.1998527"
"AT5G57120.1","2","2","71.53","| Symbols:  | FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: nucleolus; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: LisH dimerisation motif (Inter","4823352.27090309","3399289.30516934","1361876.71892865","9751563.58259858","3399289.30516934","5375986.11221238"
"AT5G57160.1","3","2","112.02","| Symbols: ATLIG4, LIG4 | DNA ligase IV | chr5:23155150-23161688 REVERSE LENGTH=1219","7064.26505444479","14251.3160127431","1709529.76765319","14282.1062973801","14251.3160127431","6748340.84581975"
"AT5G57330.1","3","3","161.45","| Symbols:  | Galactose mutarotase-like superfamily protein | chr5:23218392-23220664 FORWARD LENGTH=312","6939754.46626458","2446619.88880396","67912.6775905991","14030378.2772911","2446619.88880396","268084.185958792"
"AT5G57370.1","2","2","63.44","| Symbols:  | unknown protein; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF1777 (InterPro:IPR013957); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; V","51383.7426790505","11712.4019330038","9800874.47680104","103884.56113176","11712.4019330038","38688791.9754355"
"AT5G57610.1","7","7","106.53","| Symbols:  | Protein kinase superfamily protein with octicosapeptide/Phox/Bem1p domain | chr5:23325307-23329099 FORWARD LENGTH=1054","1033174.36183925","2580082.73390998","972496.462681449","2088809.79773426","2580082.73390998","3838913.90820158"
"AT5G57830.1","2","2","58.64","| Symbols:  | Protein of unknown function, DUF593 | chr5:23429406-23430860 REVERSE LENGTH=387","309558.464447288","236623.188042101","128667.462306301","625846.688992532","236623.188042101","507912.706662934"
"AT5G57970.1","2","2","32.1","| Symbols:  | DNA glycosylase superfamily protein | chr5:23467316-23468910 FORWARD LENGTH=347","828513.711766758","359883.848959413","0","1675039.20210986","359883.848959413","0"
"AT5G58040.1","14","13","394.45","| Symbols: ATFIP1[V], FIPS5, ATFIPS5, FIP1[V] | homolog of yeast FIP1 [V] | chr5:23488865-23494000 FORWARD LENGTH=1196","98536.6424557123","1238009.79998874","7296607.74000546","199215.4584933","1238009.79998874","28803239.9198285"
"AT5G58070.1","3","1","78.71","| Symbols: ATTIL, TIL | temperature-induced lipocalin | chr5:23500512-23501156 REVERSE LENGTH=186","333394.061450269","19097.4179415966","0","674036.065726619","19097.4179415966","0"
"AT5G58140.3","1","1","27.85","| Symbols: PHOT2, NPL1 | phototropin 2 | chr5:23524771-23529947 FORWARD LENGTH=898","4566.38328115451","425406.488006555","2935.60423920987","9232.03913123186","425406.488006555","11588.2498038142"
"AT5G58190.1","3","3","92.3","| Symbols: ECT10 | evolutionarily conserved C-terminal region 10 | chr5:23546434-23549363 FORWARD LENGTH=527","692123.751521174","2671342.63090055","118391.718589869","1399294.18191172","2671342.63090055","467349.376117382"
"AT5G58220.1","2","2","81.14","| Symbols: TTL | transthyretin-like protein | chr5:23554546-23555861 REVERSE LENGTH=324","749405.132254538","234961.384620511","0","1515102.23302383","234961.384620511","0"
"AT5G58220.3","2","2","85.73","| Symbols: TTL | transthyretin-like protein | chr5:23554546-23555861 REVERSE LENGTH=311","1896037.76025142","523912.892414125","246147.440225603","3833295.13078209","523912.892414125","971663.001369507"
"AT5G58350.1","1","0","30.91","| Symbols: WNK4, ZIK2 | with no lysine (K) kinase 4 | chr5:23585505-23587681 FORWARD LENGTH=571",,,,"0","0","0"
"AT5G58440.1","1","1","52.55","| Symbols: SNX2a | sorting nexin 2A | chr5:23624154-23626676 REVERSE LENGTH=587","3667646.37801459","1480656.72004472","262463.255169263","7415026.90347769","1480656.72004472","1036069.41446654"
"AT5G58510.1","2","2","66.64","| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 14 growth stages; BEST Arabidopsis thaliana protein match","1419355.01667012","283074.847448221","39008.4636478248","2869566.62378455","283074.847448221","153985.273347223"
"AT5G58950.1","2","1","75.4","| Symbols:  | Protein kinase superfamily protein | chr5:23801136-23803025 REVERSE LENGTH=525","614012.752371721","434555.530394869","11014.2531937761","1241374.06081645","434555.530394869","43478.5846495064"
"AT5G59010.1;AT4G00710.1","2","2","72.65","| Symbols:  | Protein kinase protein with tetratricopeptide repeat domain | chr5:23820578-23823099 REVERSE LENGTH=489","1979018.13869727","345845.497326985","11470.7889330789","4001059.87013241","345845.497326985","45280.7520264118"
"AT5G59210.1","5","5","213.17","| Symbols:  | myosin heavy chain-related | chr5:23890802-23893619 REVERSE LENGTH=434","2279597.95400307","754009.480296327","1396557.71322409","4608754.06619646","754009.480296327","5512888.7709469"
"AT5G59710.1","1","1","54.78","| Symbols: VIP2, AtVIP2 | VIRE2 interacting protein 2 | chr5:24058157-24061736 FORWARD LENGTH=614","1049540.69692608","321516.02547365","44818.0474640791","2121898.26986932","321516.02547365","176918.510607117"
"AT5G59980.1","1","1","32.2","| Symbols:  | Polymerase/histidinol phosphatase-like | chr5:24147207-24149392 FORWARD LENGTH=581","1224869.67321159","2969.09381069627","487435.477271126","2476367.85120884","2969.09381069627","1924143.58802654"
"AT5G60170.1","2","2","133.2","| Symbols:  | RNA binding (RRM/RBD/RNP motifs) family protein | chr5:24228178-24232394 FORWARD LENGTH=985","308105.513480578","575665.580933261","61096.1188949148","622909.200097155","575665.580933261","241175.93180352"
"AT5G60580.1","4","4","111.77","| Symbols:  | RING/U-box superfamily protein | chr5:24354298-24356706 FORWARD LENGTH=487","252933.557066824","82115.554395291","273516.569555606","511365.856230143","82115.554395291","1079702.19253594"
"AT5G60620.1","1","1","33.28","| Symbols: GPAT9 | glycerol-3-phosphate acyltransferase 9 | chr5:24367266-24369647 FORWARD LENGTH=376","2514473.67817913","358298.538504442","6253.83865233321","5083611.68174501","358298.538504442","24686.9259718373"
"AT5G61150.1;AT5G61150.2","14","14","976.83","| Symbols: VIP4 | leo1-like family protein | chr5:24603846-24607528 REVERSE LENGTH=625","12814668.6465465","32332430.8587781","3124245.38114207","25907926.495556","32332430.8587781","12332907.6315926"
"AT5G61210.1","5","5","342.29","| Symbols: SNAP33, ATSNAP33, SNP33, ATSNAP33B | soluble N-ethylmaleimide-sensitive factor adaptor protein 33 | chr5:24624027-24625366 FORWARD LENGTH=300","6608222.82514268","2314048.096729","177700.871693214","13360107.540993","2314048.096729","701471.289634993"
"AT5G61770.1","2","2","145.09","| Symbols: PPAN | PETER PAN-like protein | chr5:24815888-24817495 FORWARD LENGTH=345","1657823.74572091","4425757.56739925","1261356.99330097","3351688.36053361","4425757.56739925","4979186.13651201"
"AT5G61790.1","4","4","268.02","| Symbols: CNX1, ATCNX1 | calnexin 1 | chr5:24827394-24829642 REVERSE LENGTH=530","95739.3055379535","201718.101819657","12780365.7075589","193559.970922958","201718.101819657","50450284.9618295"
"AT5G61890.1","1","1","46.04","| Symbols:  | Integrase-type DNA-binding superfamily protein | chr5:24852639-24853744 REVERSE LENGTH=248","1181699.47713527","90301.7711032329","23883.700227328","2389088.94469998","90301.7711032329","94280.5166912364"
"AT5G61910.4","1","1","33.98","| Symbols:  | DCD (Development and Cell Death) domain protein | chr5:24855908-24863729 REVERSE LENGTH=1346","374777.81520217","15250.0852601958","758.657657946899","757703.250566657","15250.0852601958","2994.78871792049"
"AT5G61960.1","2","2","43.29","| Symbols: AML1, ML1 | MEI2-like protein 1 | chr5:24879001-24883483 REVERSE LENGTH=915","74073.2068085107","42803.4764224688","30443.9255283773","149756.755341638","42803.4764224688","120176.898956416"
"AT5G62070.1","3","2","55.76","| Symbols: IQD23 | IQ-domain 23 | chr5:24930057-24932451 REVERSE LENGTH=403","111039.477302955","362682.815959979","254871.807838015","224492.938164672","362682.815959979","1006102.30007421"
"AT5G62190.1","11","11","346.02","| Symbols: PRH75 | DEAD box RNA helicase (PRH75) | chr5:24980542-24983879 REVERSE LENGTH=671","10598284.380354","30677323.2725347","20575710.5713507","21426974.0621977","30677323.2725347","81222281.534778"
"AT5G62310.1","2","1","73.9","| Symbols: IRE | AGC (cAMP-dependent, cGMP-dependent and protein kinase C) kinase family protein | chr5:25023405-25028414 FORWARD LENGTH=1168","150763.816033638","39689.8102382384","4502.71011225581","304805.217499063","39689.8102382384","17774.3746510683"
"AT5G62550.1","2","2","70.88","| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: plasma membrane; EXPRESSED IN: 17 plant structures; EXPRESSED DURING: 9 growth stages; Has 14949 Blast hits to 9947 protein","441728.241596693","610136.651392155","95354.9026529765","893059.596775647","610136.651392155","376411.921335313"
"AT5G62560.1","1","1","53.53","| Symbols:  | RING/U-box superfamily protein with ARM repeat domain | chr5:25110073-25111752 FORWARD LENGTH=559","5257635.84625442","2337627.92469086","206460.138187062","10629572.0008234","2337627.92469086","814998.024558524"
"AT5G62770.1","1","1","32.08","| Symbols:  | Protein of unknown function (DUF1645) | chr5:25210564-25211370 FORWARD LENGTH=268","620324.024153998","85155.1287090268","14079.4318311062","1254133.81059529","85155.1287090268","55578.3272743009"
"AT5G62810.1","4","3","236.73","| Symbols: PEX14, ATPEX14, PED2 | peroxin 14 | chr5:25220323-25223571 FORWARD LENGTH=507","11532696.0180859","2643878.62838255","477389.577973386","23316111.3231502","2643878.62838255","1884487.56457104"
"AT5G62820.1","1","1","57.42","| Symbols:  | Uncharacterised protein family (UPF0497) | chr5:25223828-25224898 REVERSE LENGTH=297","548016.089067349","439162.748926693","62255.7096911583","1107945.97547126","439162.748926693","245753.397538714"
"AT5G63110.1","2","2","71.42","| Symbols: HDA6, AXE1, ATHDA6, RTS1, RPD3B, SIL1 | histone deacetylase 6 | chr5:25315834-25318227 REVERSE LENGTH=471","174823.098002894","102780.253116706","1107693.81957801","353446.827047299","102780.253116706","4372603.26714406"
"AT5G63120.2","1","1","54.15","| Symbols:  | P-loop containing nucleoside triphosphate hydrolases superfamily protein | chr5:25318967-25322071 REVERSE LENGTH=591","9198657.55355712","3137909.47759942","28119.7525545689","18597292.7063998","3137909.47759942","111002.264089758"
"AT5G63190.1","5","4","217.89","| Symbols:  | MA3 domain-containing protein | chr5:25346145-25348563 FORWARD LENGTH=702","670234.404860406","182949.079813604","627830.731615002","1355039.61708723","182949.079813604","2478351.56227472"
"AT5G63220.1","1","1","42.84","| Symbols:  | unknown protein; CONTAINS InterPro DOMAIN/s: Uncharacterised protein family UPF0363 (InterPro:IPR007317); Has 304 Blast hits to 301 proteins in 161 species: Archae - 0; Bacteria - 0; Metazoa - 110; Fungi - 121; Plants - 35; Viruses - 0","2548594.37684365","610761.191525928","223092.124762005","5152594.85855276","610761.191525928","880652.520007816"
"AT5G63490.1","12","12","389.28","| Symbols:  | CBS / octicosapeptide/Phox/Bemp1 (PB1) domains-containing protein | chr5:25418716-25421970 REVERSE LENGTH=543","1987961.77791555","1101108.66518616","28355.1777556866","4019141.58210334","1101108.66518616","111931.601227314"
"AT5G63550.1","6","6","232.93","| Symbols:  | DEK domain-containing chromatin associated protein | chr5:25444805-25447934 FORWARD LENGTH=530","8185.54655554513","12700.7318027694","757848.493252589","16549.0458111976","12700.7318027694","2991594.55350117"
"AT5G63630.1","2","2","90.09","| Symbols:  | P-loop containing nucleoside triphosphate hydrolases superfamily protein | chr5:25472598-25476402 REVERSE LENGTH=788","430035.383292924","506533.999764485","395526.959121647","869419.678974212","506533.999764485","1561336.21324866"
"AT5G63640.1","4","4","91.99","| Symbols:  | ENTH/VHS/GAT family protein | chr5:25478935-25481221 FORWARD LENGTH=447","2041053.21060833","1956665.4258078","434810.754372978","4126478.64821773","1956665.4258078","1716408.35360531"
"AT5G63700.1","2","2","44.19","| Symbols:  | zinc ion binding;DNA binding | chr5:25493934-25497632 REVERSE LENGTH=602","19155.5084132344","31271.9675612826","1388359.70918078","38727.4550472929","31271.9675612826","5480527.28383714"
"AT5G63870.1","1","1","37.62","| Symbols: PP7, ATPP7 | serine/threonine phosphatase 7 | chr5:25561336-25562908 REVERSE LENGTH=413","268587.350601609","103218.935273485","397.401826985534","543013.754701955","103218.935273485","1568.73722352984"
