Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides 100	Peptides 100 (2)	Peptides 250-1	Peptides 250-2	Razor + unique peptides 100	Razor + unique peptides 100 (2)	Razor + unique peptides 250-1	Razor + unique peptides 250-2	Unique peptides 100	Unique peptides 100 (2)	Unique peptides 250-1	Unique peptides 250-2	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Identification type 100	Identification type 100 (2)	Identification type 250-1	Identification type 250-2	Sequence coverage 100 [%]	Sequence coverage 100 (2) [%]	Sequence coverage 250-1 [%]	Sequence coverage 250-2 [%]	Intensity	Intensity 100	Intensity 100 (2)	Intensity 250-1	Intensity 250-2	LFQ intensity 100	LFQ intensity 100 (2)	LFQ intensity 250-1	LFQ intensity 250-2	MS/MS Count 100	MS/MS Count 100 (2)	MS/MS Count 250-1	MS/MS Count 250-2	MS/MS Count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Phospho (STY) site IDs	Oxidation (M) site positions	Phospho (STY) site positions
tr|Q9LJ91|Q9LJ91_ARATH;tr|Q8L471|Q8L471_ARATH;tr|A0A178V899|A0A178V899_ARATH;tr|C0Z368|C0Z368_ARATH	tr|Q9LJ91|Q9LJ91_ARATH;tr|Q8L471|Q8L471_ARATH;tr|A0A178V899|A0A178V899_ARATH	3;3;3;1	3;3;3;1	3;3;3;1	>tr|Q9LJ91|Q9LJ91_ARATH Uncharacterized protein OS=Arabidopsis thaliana PE=4 SV=1;>tr|Q8L471|Q8L471_ARATH Putative uncharacterized protein At3g22550 OS=Arabidopsis thaliana GN=At3g22550 PE=2 SV=1;>tr|A0A178V899|A0A178V899_ARATH Uncharacterized protein OS=A	4	3	3	3	3	2	0	3	3	2	0	3	3	2	0	3	14.1	14.1	14.1	28.212	255	255;267;267;94	0	27.459	By MS/MS	By MS/MS	By matching	By matching	14.1	9.8	0	14.1	48518000	28844000	15113000	0	4560300	32755000	19499000	0	24452000	6	1	0	0	7				1829	2149;2711;4279	True;True;True	2633;3342;5271	6909;6910;6911;6912;8893;8894;8895;8896;14095;14096;14097	6371;6372;8207;8208;8209;12899;12900	6371;8208;12899		4444;4445;4446;4447;7351;7352		23;27;99;104;113;117
tr|A0A178V8A3|A0A178V8A3_ARATH;tr|F4JD88|F4JD88_ARATH;tr|A0A178V8F0|A0A178V8F0_ARATH;tr|Q9M8Z6|Q9M8Z6_ARATH	tr|A0A178V8A3|A0A178V8A3_ARATH;tr|F4JD88|F4JD88_ARATH;tr|A0A178V8F0|A0A178V8F0_ARATH;tr|Q9M8Z6|Q9M8Z6_ARATH	2;2;2;2	2;2;2;2	2;2;2;2	>tr|A0A178V8A3|A0A178V8A3_ARATH Uncharacterized protein OS=Arabidopsis thaliana GN=AXX17_At3g06940 PE=4 SV=1;>tr|F4JD88|F4JD88_ARATH Alba DNA/RNA-binding protein OS=Arabidopsis thaliana GN=At3g07030 PE=4 SV=1;>tr|A0A178V8F0|A0A178V8F0_ARATH Uncharacterized	4	2	2	2	1	1	0	0	1	1	0	0	1	1	0	0	20.1	20.1	20.1	22.198	199	199;405;453;485	0	19.283	By MS/MS	By MS/MS	By matching	By matching	8	12.1	0	0	81613000	55010000	26603000	0	0	0	26603000	0	0	1	1	0	0	2				1830	771;5602	True;True	941;6949	2385;18757	2178;17162	2178;17162		4448		14
tr|F4J0L7|F4J0L7_ARATH;tr|A0A178V8C7|A0A178V8C7_ARATH;tr|Q9SND1|Q9SND1_ARATH;tr|Q56WF1|Q56WF1_ARATH	tr|F4J0L7|F4J0L7_ARATH;tr|A0A178V8C7|A0A178V8C7_ARATH;tr|Q9SND1|Q9SND1_ARATH	8;8;7;1	8;8;7;1	8;8;7;1	>tr|F4J0L7|F4J0L7_ARATH Uncharacterized protein OS=Arabidopsis thaliana GN=At3g50370 PE=1 SV=1;>tr|A0A178V8C7|A0A178V8C7_ARATH Uncharacterized protein OS=Arabidopsis thaliana GN=AXX17_At3g44550 PE=4 SV=1;>tr|Q9SND1|Q9SND1_ARATH Putative uncharacterized pro	4	8	8	8	6	6	5	5	6	6	5	5	6	6	5	5	6.2	6.2	6.2	236.26	2156	2156;2221;2152;199	0	252.49	By MS/MS	By MS/MS	By MS/MS	By MS/MS	4.8	4.2	4	4	2058200000	314360000	895530000	646180000	202120000	833860000	998210000	452550000	806630000	10	9	5	7	31				1831	366;604;3397;3406;3706;4921;5682;5873	True;True;True;True;True;True;True;True	446;727;4184;4185;4194;4565;6078;7053;7278;7279	1127;1824;11181;11182;11183;11184;11185;11207;11208;11209;11210;12161;12162;12163;12164;12165;12166;16289;16290;19096;19097;19098;19825;19826;19827;19828;19829;19830;19831;19832;19833;19834;19835;19836	1050;1670;10217;10218;10219;10220;10244;10245;10246;10247;11097;11098;11099;11100;14937;14938;17475;17476;18108;18109;18110;18111;18112;18113;18114;18115;18116;18117;18118;18119;18120	1050;1670;10217;10245;11100;14938;17476;18115		4449;4450;4451;4452;4453;4454;4455;4456;4457;4458;4459;7353		289;302;319;320;625;1258;1406;1445;1526;1528;1641;1645
tr|Q9LFI5|Q9LFI5_ARATH;tr|A0A178V973|A0A178V973_ARATH;tr|A0A178VBA9|A0A178VBA9_ARATH	tr|Q9LFI5|Q9LFI5_ARATH;tr|A0A178V973|A0A178V973_ARATH;tr|A0A178VBA9|A0A178VBA9_ARATH	2;2;1	2;2;1	2;2;1	>tr|Q9LFI5|Q9LFI5_ARATH At3g53320 OS=Arabidopsis thaliana GN=F4P12_20 PE=2 SV=1;>tr|A0A178V973|A0A178V973_ARATH Uncharacterized protein OS=Arabidopsis thaliana GN=AXX17_At3g47720 PE=4 SV=1;>tr|A0A178VBA9|A0A178VBA9_ARATH Uncharacterized protein OS=Arabidop	3	2	2	2	1	1	1	2	1	1	1	2	1	1	1	2	6	6	6	59.156	553	553;553;232	0	41.544	By MS/MS	By MS/MS	By MS/MS	By MS/MS	3.8	2.2	3.8	6	30843000	11696000	5116100	7520200	6510600	0	0	0	24734000	2	1	0	1	4				1832	426;5936	True;True	516;517;7352	1312;1313;1314;1315;20054;20055	1213;1214;1215;1216;18309	1213;18309		4460;4461;4462;4463;4464		195;198;199;533;534
tr|Q8L4K1|Q8L4K1_ARATH;tr|Q9LU25|Q9LU25_ARATH;tr|A0A178V9B0|A0A178V9B0_ARATH	tr|Q8L4K1|Q8L4K1_ARATH;tr|Q9LU25|Q9LU25_ARATH;tr|A0A178V9B0|A0A178V9B0_ARATH	1;1;1	1;1;1	1;1;1	>tr|Q8L4K1|Q8L4K1_ARATH Putative uncharacterized protein At3g16200 OS=Arabidopsis thaliana GN=At3g16200 PE=2 SV=1;>tr|Q9LU25|Q9LU25_ARATH Uncharacterized protein OS=Arabidopsis thaliana GN=At3g16200 PE=4 SV=1;>tr|A0A178V9B0|A0A178V9B0_ARATH Uncharacterized	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4.6	4.6	4.6	49.694	434	434;456;456	0	10.533	By MS/MS	By MS/MS	By MS/MS	By MS/MS	4.6	4.6	4.6	4.6	458290000	73372000	317180000	50538000	17208000	0	317180000	0	0	1	2	1	1	5				1833	3849	True	4736	12546;12547;12548;12549;12550	11461;11462;11463;11464;11465	11463		4465		13
tr|A0A178V9J9|A0A178V9J9_ARATH;tr|Q9LF89|Q9LF89_ARATH;tr|Q9FYB3|Q9FYB3_ARATH;tr|Q94AX8|Q94AX8_ARATH;tr|F4J982|F4J982_ARATH	tr|A0A178V9J9|A0A178V9J9_ARATH;tr|Q9LF89|Q9LF89_ARATH;tr|Q9FYB3|Q9FYB3_ARATH;tr|Q94AX8|Q94AX8_ARATH;tr|F4J982|F4J982_ARATH	1;1;1;1;1	1;1;1;1;1	1;1;1;1;1	>tr|A0A178V9J9|A0A178V9J9_ARATH SRPK4 OS=Arabidopsis thaliana GN=AXX17_At3g47440 PE=3 SV=1;>tr|Q9LF89|Q9LF89_ARATH Serine protein kinase-like OS=Arabidopsis thaliana GN=F8J2_200 PE=4 SV=1;>tr|Q9FYB3|Q9FYB3_ARATH SRPK4 OS=Arabidopsis thaliana GN=srpk4 PE=2 	5	1	1	1	0	1	1	0	0	1	1	0	0	1	1	0	4.5	4.5	4.5	55.082	491	491;523;529;529;529	0	27.081	By matching	By MS/MS	By MS/MS	By matching	0	4.5	4.5	0	52798000	0	35326000	17472000	0	0	0	20634000	0	0	1	1	0	2				1834	5089	True	6297	16902;16903;16904	15457;15458	15457		4466		280
tr|Q38963|Q38963_ARATH;tr|Q8GW09|Q8GW09_ARATH;tr|F4JDN8|F4JDN8_ARATH;tr|A0A178V9M8|A0A178V9M8_ARATH	tr|Q38963|Q38963_ARATH;tr|Q8GW09|Q8GW09_ARATH;tr|F4JDN8|F4JDN8_ARATH;tr|A0A178V9M8|A0A178V9M8_ARATH	1;1;1;1	1;1;1;1	1;1;1;1	>tr|Q38963|Q38963_ARATH Serine/threonine protein kinase-like protein OS=Arabidopsis thaliana PE=3 SV=1;>tr|Q8GW09|Q8GW09_ARATH At3g26700 OS=Arabidopsis thaliana GN=At3g26700 PE=2 SV=1;>tr|F4JDN8|F4JDN8_ARATH Protein kinase family protein OS=Arabidopsis tha	4	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	2.4	2.4	2.4	41.034	374	374;380;380;380	0.0029362	6.2625	By MS/MS	By matching	By matching	By matching	2.4	0	0	0	2862700	2862700	0	0	0	4652400	0	0	0	1	0	0	0	1				1835	3530	True	4356	11658	10644	10644	473	4467	61	60
tr|A0A178V9P7|A0A178V9P7_ARATH;tr|A0A178VAW1|A0A178VAW1_ARATH;tr|Q9C7B8|Q9C7B8_ARATH;tr|F4J8L1|F4J8L1_ARATH;tr|Q9LHM0|Q9LHM0_ARATH	tr|A0A178V9P7|A0A178V9P7_ARATH;tr|A0A178VAW1|A0A178VAW1_ARATH;tr|Q9C7B8|Q9C7B8_ARATH;tr|F4J8L1|F4J8L1_ARATH;tr|Q9LHM0|Q9LHM0_ARATH	2;2;2;2;2	2;2;2;2;2	2;2;2;2;2	>tr|A0A178V9P7|A0A178V9P7_ARATH Uncharacterized protein OS=Arabidopsis thaliana GN=AXX17_At3g11970 PE=4 SV=1;>tr|A0A178VAW1|A0A178VAW1_ARATH Uncharacterized protein OS=Arabidopsis thaliana GN=AXX17_At3g11970 PE=4 SV=1;>tr|Q9C7B8|Q9C7B8_ARATH Putative uncha	5	2	2	2	1	1	2	0	1	1	2	0	1	1	2	0	7	7	7	33.801	301	301;544;664;682;769	0	39.537	By MS/MS	By MS/MS	By MS/MS	By matching	6.3	6.3	7	0	19664000	9160200	10504000	0	0	0	10504000	0	0	1	1	2	0	4				1836	3218;3219	True;True	3964;3965;3966	10537;10538;10539;10540	9648;9649;9650;9651	9650;9651		4468;4469;7354		64;68;71
tr|Q9LSK7|Q9LSK7_ARATH;tr|A0A178VA45|A0A178VA45_ARATH	tr|Q9LSK7|Q9LSK7_ARATH;tr|A0A178VA45|A0A178VA45_ARATH	2;2	2;2	2;2	>tr|Q9LSK7|Q9LSK7_ARATH At3g18035 OS=Arabidopsis thaliana GN=HON4 PE=1 SV=1;>tr|A0A178VA45|A0A178VA45_ARATH HON4 OS=Arabidopsis thaliana GN=AXX17_At3g19090 PE=4 SV=1	2	2	2	2	2	1	0	0	2	1	0	0	2	1	0	0	4.8	4.8	4.8	51.524	480	480;480	0	15.513	By MS/MS	By MS/MS	By matching	By matching	4.8	4.6	0	0	53325000	29550000	23774000	0	0	48024000	0	0	0	2	2	0	0	4				1837	4117;4118	True;True	5082;5083;5084	13582;13583;13584;13585	12427;12428;12429;12430	12428;12430	474	4470;4471	168	172;174
tr|Q9SF36|Q9SF36_ARATH;tr|Q0WMU6|Q0WMU6_ARATH;tr|A0A178VA92|A0A178VA92_ARATH	tr|Q9SF36|Q9SF36_ARATH;tr|Q0WMU6|Q0WMU6_ARATH;tr|A0A178VA92|A0A178VA92_ARATH	2;2;2	2;2;2	2;2;2	>tr|Q9SF36|Q9SF36_ARATH PWWP domain-containing protein OS=Arabidopsis thaliana GN=F11F8_26 PE=1 SV=1;>tr|Q0WMU6|Q0WMU6_ARATH Putative uncharacterized protein At3g09670 OS=Arabidopsis thaliana GN=At3g09670 PE=2 SV=1;>tr|A0A178VA92|A0A178VA92_ARATH Uncharact	3	2	2	2	1	2	0	1	1	2	0	1	1	2	0	1	4.3	4.3	4.3	79.271	726	726;726;726	0	33.454	By MS/MS	By MS/MS	By matching	By MS/MS	2.1	4.3	0	2.1	98435000	26187000	61364000	0	10883000	0	0	0	41346000	2	3	0	1	6				1838	254;3170	True;True	312;313;3907	800;801;802;803;804;10405	725;726;727;728;729;9527	727;9527		4472;4473;4474		522;525;718
tr|A0A178VAC1|A0A178VAC1_ARATH;tr|F4J440|F4J440_ARATH;tr|Q6NKN2|Q6NKN2_ARATH	tr|A0A178VAC1|A0A178VAC1_ARATH;tr|F4J440|F4J440_ARATH;tr|Q6NKN2|Q6NKN2_ARATH	1;1;1	1;1;1	1;1;1	>tr|A0A178VAC1|A0A178VAC1_ARATH Uncharacterized protein OS=Arabidopsis thaliana GN=AXX17_At3g25130 PE=4 SV=1;>tr|F4J440|F4J440_ARATH Alpha/beta-Hydrolases superfamily protein OS=Arabidopsis thaliana GN=At3g23540 PE=4 SV=1;>tr|Q6NKN2|Q6NKN2_ARATH Alpha/beta	3	1	1	1	1	1	0	0	1	1	0	0	1	1	0	0	4.6	4.6	4.6	46.261	416	416;423;566	0	13.061	By MS/MS	By MS/MS	By matching	By matching	4.6	4.6	0	0	15032000	0	15032000	0	0	0	15032000	0	0	1	1	0	0	2				1839	5258	True	6514	17535;17536	16047;16048	16047		4475		203
tr|A0A178VAF6|A0A178VAF6_ARATH;tr|Q9M1L9|Q9M1L9_ARATH	tr|A0A178VAF6|A0A178VAF6_ARATH;tr|Q9M1L9|Q9M1L9_ARATH	1;1	1;1	1;1	>tr|A0A178VAF6|A0A178VAF6_ARATH DNA topoisomerase OS=Arabidopsis thaliana GN=AXX17_At3g35970 PE=3 SV=1;>tr|Q9M1L9|Q9M1L9_ARATH DNA topoisomerase OS=Arabidopsis thaliana GN=F18P9_20 PE=2 SV=1	2	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	3.8	3.8	3.8	39.193	365	365;372	0.0033031	6.0772	By matching	By MS/MS	By matching	By matching	0	3.8	0	0	10740000	0	10740000	0	0	0	10740000	0	0	0	1	0	0	1				1840	546	True	660	1669	1534	1534		7355		357
tr|A0A178VAN6|A0A178VAN6_ARATH;tr|Q9M1N5|Q9M1N5_ARATH;tr|F4J364|F4J364_ARATH	tr|A0A178VAN6|A0A178VAN6_ARATH;tr|Q9M1N5|Q9M1N5_ARATH;tr|F4J364|F4J364_ARATH	2;2;2	2;2;2	2;2;2	>tr|A0A178VAN6|A0A178VAN6_ARATH Uncharacterized protein OS=Arabidopsis thaliana GN=AXX17_At3g38330 PE=4 SV=1;>tr|Q9M1N5|Q9M1N5_ARATH Putative uncharacterized protein T18B22.90 OS=Arabidopsis thaliana GN=T18B22.90 PE=4 SV=1;>tr|F4J364|F4J364_ARATH Uncharact	3	2	2	2	0	2	1	0	0	2	1	0	0	2	1	0	1.2	1.2	1.2	137.76	1174	1174;1176;1176	0	13.168	By matching	By MS/MS	By MS/MS	By matching	0	1.2	1.2	0	43565000	0	22616000	20949000	0	0	0	39718000	0	0	1	1	0	2				1841	691;1384	True;True	832;1691	2076;2077;4378	1899;3973	1899;3973		4476;4477		266;270
tr|Q9LV59|Q9LV59_ARATH;tr|A0A178VAR5|A0A178VAR5_ARATH	tr|Q9LV59|Q9LV59_ARATH;tr|A0A178VAR5|A0A178VAR5_ARATH	1;1	1;1	1;1	>tr|Q9LV59|Q9LV59_ARATH Alcohol dehydrogenase transcription factor myb/SANT-like protein OS=Arabidopsis thaliana GN=At3g24490 PE=4 SV=1;>tr|A0A178VAR5|A0A178VAR5_ARATH Uncharacterized protein OS=Arabidopsis thaliana GN=AXX17_At3g26460 PE=4 SV=1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3.6	3.6	3.6	39.083	333	333;333	0	12.706	By MS/MS	By MS/MS	By matching	By matching	3.6	3.6	3.6	3.6	117720000	43747000	66172000	6338700	1459500	0	0	0	5544800	2	1	0	0	3				1842	1394	True	1702	4399;4400;4401;4402	3991;3992;3993	3993		4478		4
tr|B9DGE5|B9DGE5_ARATH;tr|A8MPR6|A8MPR6_ARATH;tr|Q1JPL5|Q1JPL5_ARATH;tr|Q0WPP4|Q0WPP4_ARATH;tr|A0A178VB01|A0A178VB01_ARATH;tr|Q9LUT8|Q9LUT8_ARATH	tr|B9DGE5|B9DGE5_ARATH;tr|A8MPR6|A8MPR6_ARATH;tr|Q1JPL5|Q1JPL5_ARATH;tr|Q0WPP4|Q0WPP4_ARATH;tr|A0A178VB01|A0A178VB01_ARATH;tr|Q9LUT8|Q9LUT8_ARATH	1;1;1;1;1;1	1;1;1;1;1;1	1;1;1;1;1;1	>tr|B9DGE5|B9DGE5_ARATH AT3G17330 protein OS=Arabidopsis thaliana GN=At3g17330 PE=2 SV=1;>tr|A8MPR6|A8MPR6_ARATH Uncharacterized protein OS=Arabidopsis thaliana GN=ECT6 PE=4 SV=1;>tr|Q1JPL5|Q1JPL5_ARATH At3g17330 OS=Arabidopsis thaliana GN=ECT6 PE=2 SV=1;>	6	1	1	1	1	1	0	0	1	1	0	0	1	1	0	0	3.2	3.2	3.2	54.428	493	493;493;595;595;595;1455	0.00089485	6.83	By MS/MS	By MS/MS	By matching	By matching	3.2	3.2	0	0	22835000	4790900	18044000	0	0	0	18044000	0	0	1	1	0	0	2				1843	1388	True	1696	4387;4388	3980;3981	3981				
tr|A0A178VB40|A0A178VB40_ARATH;sp|Q94A32|FAX2_ARATH	tr|A0A178VB40|A0A178VB40_ARATH;sp|Q94A32|FAX2_ARATH	2;1	2;1	2;1	>tr|A0A178VB40|A0A178VB40_ARATH Uncharacterized protein OS=Arabidopsis thaliana GN=AXX17_At3g36840 PE=4 SV=1;>sp|Q94A32|FAX2_ARATH Protein FATTY ACID EXPORT 2, chloroplastic OS=Arabidopsis thaliana GN=FAX2 PE=2 SV=1	2	2	2	2	0	2	1	0	0	2	1	0	0	2	1	0	19.2	19.2	19.2	24.744	240	240;240	0	25.6	By matching	By MS/MS	By MS/MS	By matching	0	19.2	18.8	0	177280000	0	138530000	38748000	0	0	138530000	0	0	0	3	1	0	4				1844	471;1240	True;True	572;1516	1489;1490;3892	1379;1380;3533;3534	1379;3534				
tr|A0A178VB77|A0A178VB77_ARATH	tr|A0A178VB77|A0A178VB77_ARATH	15	15	2	>tr|A0A178VB77|A0A178VB77_ARATH Uncharacterized protein OS=Arabidopsis thaliana GN=AXX17_At3g57670 PE=4 SV=1	1	15	15	2	7	13	14	8	7	13	14	8	1	2	2	2	18.9	18.9	3.9	63.48	570	570	0	239.96	By MS/MS	By MS/MS	By MS/MS	By MS/MS	11.4	17	18.8	13.2	43403000000	4089300000	13295000000	22506000000	3512300000	6566900000	16707000000	29271000000	14299000000	21	38	45	22	126				1845	660;986;1465;2591;2592;3238;3239;4947;5048;5049;5495;5496;5644;6007;6008	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	798;1202;1203;1789;1790;3190;3191;3192;3986;3987;3988;3989;6109;6110;6240;6241;6242;6817;6818;6819;7001;7002;7436;7437;7438	2005;3086;3087;3088;3089;3090;3091;3092;3093;4641;4642;4643;8519;8520;8521;8522;8523;8524;8525;8526;8527;8528;8529;8530;8531;8532;8533;8534;8535;8536;10584;10585;10586;10587;10588;10589;10590;10591;10592;10593;10594;10595;10596;10597;10598;10599;10600;10601;10602;10603;10604;10605;10606;10607;10608;10609;10610;10611;10612;10613;10614;10615;16375;16376;16377;16378;16379;16380;16381;16382;16383;16384;16385;16386;16387;16388;16756;16757;16758;16759;16760;16761;16762;16763;16764;16765;18453;18454;18455;18456;18457;18918;18919;18920;18921;18922;18923;18924;18925;18926;18927;18928;18929;20310;20311;20312;20313;20314;20315;20316;20317;20318;20319;20320;20321;20322;20323;20324;20325	1836;1837;2810;2811;2812;2813;2814;2815;2816;2817;2818;2819;4225;4226;4227;7865;7866;7867;7868;7869;7870;7871;7872;7873;7874;7875;7876;7877;7878;7879;7880;7881;7882;7883;7884;7885;9689;9690;9691;9692;9693;9694;9695;9696;9697;9698;9699;9700;9701;9702;9703;9704;9705;9706;9707;9708;9709;9710;9711;9712;9713;9714;9715;9716;9717;9718;9719;9720;15001;15002;15003;15004;15005;15006;15007;15008;15009;15010;15011;15012;15013;15014;15015;15334;15335;15336;15337;15338;15339;15340;15341;15342;15343;16878;16879;16880;16881;16882;17314;17315;17316;17317;17318;17319;17320;17321;17322;18541;18542;18543;18544;18545;18546;18547;18548;18549;18550;18551;18552;18553;18554;18555;18556;18557;18558;18559;18560;18561	1836;2816;4227;7866;7881;9699;9720;15009;15338;15343;16881;16882;17320;18542;18556		2846;2847;2848;2849;2850;2851;2852;2853;2854;2855;2856;2859;2860;2861;2862;2863;4479;4480;4481;4482;7143;7144;7145		199;204;337;340;385;387;400;401;403;405;431;433;437;489;490;491;493;545;546;550;552;556;558
tr|A0A178VB99|A0A178VB99_ARATH	tr|A0A178VB99|A0A178VB99_ARATH	1	1	1	>tr|A0A178VB99|A0A178VB99_ARATH Uncharacterized protein OS=Arabidopsis thaliana GN=AXX17_At3g01410 PE=4 SV=1	1	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	5.7	5.7	5.7	25.629	227	227	0	8.4017	By matching	By matching	By MS/MS	By matching	0	0	5.7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1				1846	703	True	849	2113	1925	1925		4483		147
tr|Q8L7V6|Q8L7V6_ARATH;tr|Q9LJV8|Q9LJV8_ARATH;tr|A0A178VBF3|A0A178VBF3_ARATH;tr|Q6NLC5|Q6NLC5_ARATH	tr|Q8L7V6|Q8L7V6_ARATH;tr|Q9LJV8|Q9LJV8_ARATH;tr|A0A178VBF3|A0A178VBF3_ARATH;tr|Q6NLC5|Q6NLC5_ARATH	7;7;7;6	7;7;7;6	7;7;7;6	>tr|Q8L7V6|Q8L7V6_ARATH AT3g29075/MXE2_1 (Fragment) OS=Arabidopsis thaliana PE=2 SV=1;>tr|Q9LJV8|Q9LJV8_ARATH Glycine-rich protein OS=Arabidopsis thaliana GN=At3g29075 PE=1 SV=1;>tr|A0A178VBF3|A0A178VBF3_ARATH Uncharacterized protein OS=Arabidopsis thalian	4	7	7	7	3	6	5	3	3	6	5	3	3	6	5	3	12.8	12.8	12.8	27.898	242	242;294;312;236	0	279.02	By MS/MS	By MS/MS	By MS/MS	By MS/MS	5.4	12.8	6.2	5.4	13492000000	450480000	10096000000	2830600000	114880000	1445900000	9169900000	5172400000	644110000	10	14	13	4	41				1847	599;600;601;2264;2265;2312;2358	True;True;True;True;True;True;True	722;723;724;2779;2780;2840;2896	1809;1810;1811;1812;1813;1814;1815;1816;1817;1818;1819;7277;7278;7279;7280;7281;7282;7283;7284;7285;7286;7287;7288;7289;7290;7486;7666;7667;7668;7669	1654;1655;1656;1657;1658;1659;1660;1661;1662;1663;1664;1665;1666;6692;6693;6694;6695;6696;6697;6698;6699;6700;6701;6702;6703;6704;6705;6706;6707;6708;6709;6710;6711;6712;6713;6714;6888;7046;7047;7048;7049;7050	1654;1657;1664;6698;6708;6888;7047		4484		179
tr|Q8VXU5|Q8VXU5_ARATH;tr|A0A178VBP6|A0A178VBP6_ARATH	tr|Q8VXU5|Q8VXU5_ARATH;tr|A0A178VBP6|A0A178VBP6_ARATH	1;1	1;1	1;1	>tr|Q8VXU5|Q8VXU5_ARATH AT3g53630/F4P12_330 OS=Arabidopsis thaliana GN=At3g53630 PE=2 SV=1;>tr|A0A178VBP6|A0A178VBP6_ARATH Uncharacterized protein OS=Arabidopsis thaliana GN=AXX17_At3g48010 PE=4 SV=1	2	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	5.2	5.2	5.2	22.207	194	194;194	0	7.1957	By MS/MS	By matching	By matching	By matching	5.2	0	0	0	5213700	5213700	0	0	0	8473100	0	0	0	1	0	0	0	1				1848	3371	True	4153	11072	10123	10123		4485		191
tr|F4J6D9|F4J6D9_ARATH;tr|F4J6D8|F4J6D8_ARATH;tr|F4J6D7|F4J6D7_ARATH;tr|Q9LUM5|Q9LUM5_ARATH;tr|Q9LSH4|Q9LSH4_ARATH;tr|A0A178VBT6|A0A178VBT6_ARATH	tr|F4J6D9|F4J6D9_ARATH;tr|F4J6D8|F4J6D8_ARATH;tr|F4J6D7|F4J6D7_ARATH;tr|Q9LUM5|Q9LUM5_ARATH;tr|Q9LSH4|Q9LSH4_ARATH;tr|A0A178VBT6|A0A178VBT6_ARATH	2;2;2;2;2;2	2;2;2;2;2;2	2;2;2;2;2;2	>tr|F4J6D9|F4J6D9_ARATH Uncharacterized protein OS=Arabidopsis thaliana GN=At3g17712 PE=4 SV=1;>tr|F4J6D8|F4J6D8_ARATH Uncharacterized protein OS=Arabidopsis thaliana GN=At3g17712 PE=4 SV=1;>tr|F4J6D7|F4J6D7_ARATH Uncharacterized protein OS=Arabidopsis tha	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2.6	2.6	2.6	86.84	769	769;794;856;890;1149;1149	0	235.04	By MS/MS	By MS/MS	By MS/MS	By MS/MS	2.6	2.6	2.6	2.6	1687800000	188520000	817870000	578570000	102820000	270870000	844580000	1125500000	357180000	2	4	4	3	13				1849	5944;5945	True;True	7362;7363	20100;20101;20102;20103;20104;20105;20106;20107;20108;20109;20110;20111;20112;20113	18349;18350;18351;18352;18353;18354;18355;18356;18357;18358;18359;18360;18361	18351;18359		4486;4487		97;100
tr|Q9SCK9|Q9SCK9_ARATH;tr|A0A178VBV5|A0A178VBV5_ARATH;tr|Q9CA03|Q9CA03_ARATH	tr|Q9SCK9|Q9SCK9_ARATH;tr|A0A178VBV5|A0A178VBV5_ARATH;tr|Q9CA03|Q9CA03_ARATH	7;7;7	7;7;7	7;7;7	>tr|Q9SCK9|Q9SCK9_ARATH Putative uncharacterized protein T9C5.90 OS=Arabidopsis thaliana GN=T9C5.90 PE=4 SV=1;>tr|A0A178VBV5|A0A178VBV5_ARATH Uncharacterized protein OS=Arabidopsis thaliana GN=AXX17_At3g43620 PE=4 SV=1;>tr|Q9CA03|Q9CA03_ARATH Putative unch	3	7	7	7	2	6	4	1	2	6	4	1	2	6	4	1	7.2	7.2	7.2	105.34	953	953;953;963	0	106.45	By MS/MS	By MS/MS	By MS/MS	By MS/MS	2.9	7.2	5.6	1.7	440740000	9573300	268910000	151060000	11197000	0	210940000	283260000	0	2	8	3	1	14				1850	1747;1809;4220;4540;4541;4542;4565	True;True;True;True;True;True;True	2139;2140;2213;5202;5599;5600;5601;5634	5526;5527;5528;5529;5530;5531;5532;5533;5718;5719;13890;13891;15016;15017;15018;15019;15121;15122	5046;5047;5048;5049;5050;5051;5237;5238;12692;12693;13731;13732;13733;13828	5046;5238;12692;13731;13732;13733;13828		4488;4489;4490;4491;4492;4493;4494;4495;4496;7356;7357;7358		467;474;475;477;483;484;487;500;749;941;943;944
